SINGLES_COUNTRY_UND_JAZZ;S;CAMPBELL, GLEN;Lovelight;B;75;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;CAMPBELL, GLEN;Rhinestone Cowboy;A;75;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;CAMPBELL, GLEN;Sunflower   ;A;77;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;CARTER JIM & TEXAS RANGERS;Arizona Train;A;;HillBilly;
SINGLES_COUNTRY_UND_JAZZ;S;CARTER JIM & TEXAS RANGERS;Steel Guitar Boogie;B;;HillBilly;
SINGLES_COUNTRY_UND_JAZZ;S;CASH &  CARTER, JUNE;Cause I Love You;B;70;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CASH &  CARTER, JUNE;I Gotta Boy   (Muster);B;72;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CASH &  CARTER, JUNE;If I Had A Hammer   ;A;72;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CASH &  CARTER, JUNE;If I Were A Carpenter   ;A;70;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;All Over Again   ;A;59;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;Austin Prison  ;B;66;Country;EP
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;Dark As A Dungeon;B;64;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;Everybody Loves A Nut       ;A;66;Country;EP
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;Frankie's Man, Johnny;B;59;Country;HJ
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;I Walk The Line  ;A;62;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;In Virginia;B;63;Deutsch;
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;It Ain't Me, Babe;B;63;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;Orange Blossom Special;B;62;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;Red River Valley;A;66;Country;EP
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;Ring Of Fire    ;A;63;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;Take Me Home;B;66;Country;EP
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;Understand Your Man   ;A;64;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;Wer Kennt Den Weg  ;A;63;Deutsch;
SINGLES_COUNTRY_UND_JAZZ;S;CASH, JOHNNY;What Do I Care;B;59;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CASH,JOHNNY &  NELSON, WILLIE;The Human Condition    ;A;85;Country;Mix
SINGLES_COUNTRY_UND_JAZZ;S;CAVE STOMPERS;Bacarole;B;58;JazzRock;
SINGLES_COUNTRY_UND_JAZZ;S;CAVE STOMPERS;Can Can;A;58;JazzRock;
SINGLES_COUNTRY_UND_JAZZ;S;COUNTRY SWEETHEARTS, The;Die Lachpolka;A;;HillBilly;
SINGLES_COUNTRY_UND_JAZZ;S;COUNTRY SWEETHEARTS, The;One Kiss To Late;B;;HillBilly;
SINGLES_COUNTRY_UND_JAZZ;S;CRADDOCK, BILLY  „CRASH“;Confidence And Common Sense;B;71;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CRADDOCK, BILLY  „CRASH“;You Better Move On;A;71;Country;
SINGLES_COUNTRY_UND_JAZZ;S;CRAMER, FLOYD;Kaapsedraai;B;;Instrumental;
SINGLES_COUNTRY_UND_JAZZ;S;CRAMER, FLOYD;The Young Years;A;;Instrumental;
SINGLES_COUNTRY_UND_JAZZ;S;DEAN, JIMMY;Big Bad John;A;61;Country;
SINGLES_COUNTRY_UND_JAZZ;S;DEAN, JIMMY;I Won't Go Huntin' With You Jake;B;61;Country;
SINGLES_COUNTRY_UND_JAZZ;S;DESMOND, JOHNNY;Learnin' The Blues;B;55;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;DESMOND, JOHNNY;The Yellow  Rose Of Texas;A;55;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;DIXIELAND PLAYBOYS;Das War in Schöneberg;A;60;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;DIXIELAND PLAYBOYS;Die Männer sind alle Verbrecher;B;60;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;DOLDINGER, KLAUS;I Didn't Know What Time It Was;A;63;Jazz;EP
SINGLES_COUNTRY_UND_JAZZ;S;DOLDINGER, KLAUS;Solar  ;A;63;Jazz;EP
SINGLES_COUNTRY_UND_JAZZ;S;DOLDINGER, KLAUS;Woody'n You;B;63;Jazz;EP
SINGLES_COUNTRY_UND_JAZZ;S;DONEGAN, LONNIE;Cumberland Gap;B;57;Skiffle;
SINGLES_COUNTRY_UND_JAZZ;S;DONEGAN, LONNIE;Don't You Rock Me Daddy-O;A;57;Skiffle;
SINGLES_COUNTRY_UND_JAZZ;S;DORSEY, TOMMY;My Baby Just Cares For Me;B;59;Swing;
SINGLES_COUNTRY_UND_JAZZ;S;DORSEY, TOMMY;Silk Stockings;B;;Swing;
SINGLES_COUNTRY_UND_JAZZ;S;DORSEY, TOMMY;Tangerine   ;A;;Swing;
SINGLES_COUNTRY_UND_JAZZ;S;DORSEY, TOMMY;Tea For Two Cha Cha;A;59;Swing;
