CD_SAMPLER;CD;Crenshaw, Marshall;Don't Forget Me;Nilsson;;;Rock;
CD_SAMPLER;CD;Crosby, Bing;Careless Hands;Music Of My Life;3;49;Pop;
CD_SAMPLER;CD;Crosby, Bing;Dear Hearts and gentle Peoplej;Millennium;1;50;Pop;
CD_SAMPLER;CD;Crosby, Bing;Dear Hearts and Gentle Peoplej;Music Of My Life;2;49;Pop;
CD_SAMPLER;CD;Crosby, Bing;Galway Bay;Music Of My Life;4;49;Pop;
CD_SAMPLER;CD;Crosby, Bing;Riders In the Sky;Music Of My Life;1;49;Pop;
CD_SAMPLER;CD;Crosby, Bing with Basie, Count (Orch.);Gentle On my Mind;Jazz Session;;;Jazz;
CD_SAMPLER;CD;Crows, The;Gee;Magic Radio;;53;Pop;
CD_SAMPLER;CD;Culture Beat;Rendez – Vouz;Chart;;;;
CD_SAMPLER;CD;Curtis, Eddie 'Tex';Brown;GEE Story;1;;R & B;
CD_SAMPLER;CD;Curtis, Eddie 'Tex';I'm True;GEE Story;1;;R & B;
CD_SAMPLER;CD;Da Hool;Hypochonda;Chart;;;;
CD_SAMPLER;CD;Daltrey, Roger;Free Me;ROCK HEROES (Collect.);1;80;ROCK;
CD_SAMPLER;CD;Damone, Vic;Again;Music Of My Life;2;49;Pop;
CD_SAMPLER;CD;Damone, Vic;You're Breaking My Heart;Music Of My Life;1;49;Pop;
CD_SAMPLER;CD;Danny & The Juniors;At the Hop;Burnt by Rock'n Roll;;;R&R;
CD_SAMPLER;CD;Darnell, Larry;For You My Love;Music Of My Life;4;49;Country;
CD_SAMPLER;CD;Dastan, Goruhe;Daramade Mahor;Bremen;;;Welt;
CD_SAMPLER;CD;Davis, Spencer   Group;Det war in Schöneberg;1000 Nadelstiche;;66;Pop;
CD_SAMPLER;CD;Debonaires, The;I'm Gone;GEE Story;1;;R & B;
CD_SAMPLER;CD;Deep Purple;Black Night;ROCK HEROES (Collect.);1;70;ROCK;
